LeaveID,Region,Department,EmployeeID,DateOFEngagement,TypeOfLeave,StartDate,ToDate,TotalHoildays,EmailStatus,Approver,TotalDays,ManagerApprovalStatus,HRApprovalStatus
1,1,2,929,2026-04-09 00:00:00,1,2026-05-10 00:00:00,2026-05-12 00:00:00,1,0,942,7.342923416371709e+223,Captured,䀀
