DateInitiated,EmpNo,SuccID,CurrentPosition,AssessmentTier,SubTierRoleType,FocusArea,IdentifiedSuccessionPosition
,1361,1,Chief Operating Officer,Tier1,Senior Management (Tier 3),Organisational growth,Chief Executive Officer
